id,sender_id,chat_id,content,created_at,date
710,4,group-design,"Sure, I'll complete it today.",2026-07-24 13:42:00,2026-07-24
711,4,group-project,Great! Don't forget to add file sharing feature.,2026-07-24 09:41:00,2026-07-24
712,5,group-design,Hey! How are you?,2026-07-24 10:50:00,2026-07-24
713,10,group-design,"I'm good, working on the messenger project.",2026-07-24 07:52:00,2026-07-24
714,2,group-design,"Sounds good, checking now.",2026-07-24 11:38:00,2026-07-24
715,2,group-project,"Sure, I'll complete it today.",2026-07-24 09:13:00,2026-07-24
716,4,dm-general,"Sounds good, checking now.",2026-07-24 08:07:00,2026-07-24
717,10,dm-general,"Sure, I'll complete it today.",2026-07-24 16:54:00,2026-07-24
718,6,dm-general,Meeting at 5?,2026-07-24 07:38:00,2026-07-24
719,4,group-project,"I'm good, working on the messenger project.",2026-07-24 11:47:00,2026-07-24
720,6,group-design,Great! Don't forget to add file sharing feature.,2026-07-24 09:56:00,2026-07-24
721,2,group-project,Let's connect later.,2026-07-24 10:06:00,2026-07-24
722,1,group-project,Thanks for the update!,2026-07-24 16:39:00,2026-07-24
723,8,group-design,"Yep, see you then.",2026-07-24 10:00:00,2026-07-24
724,6,group-design,"Yep, see you then.",2026-07-24 11:19:00,2026-07-24
725,6,group-design,"I'm good, working on the messenger project.",2026-07-24 13:04:00,2026-07-24
726,5,group-project,Great! Don't forget to add file sharing feature.,2026-07-24 08:43:00,2026-07-24
727,5,group-design,"Sounds good, checking now.",2026-07-24 20:41:00,2026-07-24
728,8,dm-general,Hey! How are you?,2026-07-24 19:39:00,2026-07-24
729,4,dm-general,Thanks for the update!,2026-07-24 13:37:00,2026-07-24
730,10,group-design,"Okay, sounds good.",2026-07-24 11:36:00,2026-07-24
731,7,dm-general,No problem 👍,2026-07-24 19:04:00,2026-07-24
732,4,dm-general,"Okay, sounds good.",2026-07-24 18:49:00,2026-07-24
733,7,group-project,"Yep, see you then.",2026-07-24 17:55:00,2026-07-24
734,4,group-design,"Yep, see you then.",2026-07-24 07:19:00,2026-07-24
735,4,group-project,"Yep, see you then.",2026-07-24 10:17:00,2026-07-24
736,2,dm-general,"Okay, sounds good.",2026-07-24 21:04:00,2026-07-24
737,8,group-project,Great! Don't forget to add file sharing feature.,2026-07-24 18:39:00,2026-07-24
738,9,group-design,Meeting at 5?,2026-07-24 12:26:00,2026-07-24
739,6,group-design,"Okay, sounds good.",2026-07-24 20:38:00,2026-07-24
740,4,group-design,Hey! How are you?,2026-07-24 22:49:00,2026-07-24
741,8,group-design,Thanks for the update!,2026-07-24 17:45:00,2026-07-24
742,9,group-design,Thanks for the update!,2026-07-24 16:25:00,2026-07-24
743,4,dm-general,Meeting at 5?,2026-07-24 20:01:00,2026-07-24
744,8,dm-general,No problem 👍,2026-07-24 21:00:00,2026-07-24
745,2,group-design,Hey! How are you?,2026-07-25 18:46:00,2026-07-25
746,5,dm-general,Let's connect later.,2026-07-25 15:49:00,2026-07-25
747,2,dm-general,Great! Don't forget to add file sharing feature.,2026-07-25 19:27:00,2026-07-25
748,1,group-project,"I'm good, working on the messenger project.",2026-07-25 18:59:00,2026-07-25
749,9,group-project,Thanks for the update!,2026-07-25 15:25:00,2026-07-25
750,3,dm-general,No problem 👍,2026-07-25 13:38:00,2026-07-25
751,8,group-project,Meeting at 5?,2026-07-25 18:44:00,2026-07-25
752,2,group-project,Great! Don't forget to add file sharing feature.,2026-07-25 21:33:00,2026-07-25
753,1,dm-general,"Sure, I'll complete it today.",2026-07-25 13:04:00,2026-07-25
754,9,group-design,"Sure, I'll complete it today.",2026-07-25 07:11:00,2026-07-25
755,6,group-design,Can you review my PR?,2026-07-25 07:47:00,2026-07-25
756,7,dm-general,"Sounds good, checking now.",2026-07-25 14:45:00,2026-07-25
757,1,dm-general,Let's connect later.,2026-07-25 08:39:00,2026-07-25
758,6,group-design,Thanks for the update!,2026-07-25 11:49:00,2026-07-25
759,8,dm-general,"Okay, sounds good.",2026-07-25 08:33:00,2026-07-25
760,8,group-project,"Yep, see you then.",2026-07-25 15:23:00,2026-07-25
761,10,group-design,Let's connect later.,2026-07-25 20:44:00,2026-07-25
762,3,group-project,"I'm good, working on the messenger project.",2026-07-25 19:04:00,2026-07-25
763,5,group-project,"Okay, sounds good.",2026-07-25 11:21:00,2026-07-25
764,9,group-project,"Sure, I'll complete it today.",2026-07-25 17:37:00,2026-07-25
765,5,dm-general,"Yep, see you then.",2026-07-25 19:47:00,2026-07-25
766,8,dm-general,"Okay, sounds good.",2026-07-25 07:02:00,2026-07-25
767,8,dm-general,"Sure, I'll complete it today.",2026-07-25 10:26:00,2026-07-25
768,10,group-design,"Yep, see you then.",2026-07-25 21:43:00,2026-07-25
769,10,group-design,Hey! How are you?,2026-07-25 18:02:00,2026-07-25
770,1,group-project,"I'm good, working on the messenger project.",2026-07-25 17:51:00,2026-07-25
771,4,group-project,No problem 👍,2026-07-25 11:25:00,2026-07-25
772,9,group-project,"Yep, see you then.",2026-07-25 12:33:00,2026-07-25
773,10,group-project,"Sure, I'll complete it today.",2026-07-25 11:30:00,2026-07-25
774,1,group-design,"Okay, sounds good.",2026-07-25 15:15:00,2026-07-25
775,6,group-project,Great! Don't forget to add file sharing feature.,2026-07-25 16:58:00,2026-07-25
776,10,group-project,Thanks for the update!,2026-07-25 13:50:00,2026-07-25
777,6,group-design,Let's connect later.,2026-07-26 20:54:00,2026-07-26
778,7,group-design,"Okay, sounds good.",2026-07-26 14:52:00,2026-07-26
779,6,dm-general,"I'm good, working on the messenger project.",2026-07-26 13:19:00,2026-07-26
780,2,group-project,"Sure, I'll complete it today.",2026-07-26 17:07:00,2026-07-26
781,5,group-project,No problem 👍,2026-07-26 18:51:00,2026-07-26
782,2,dm-general,Thanks for the update!,2026-07-26 16:17:00,2026-07-26
783,5,dm-general,Let's connect later.,2026-07-26 14:16:00,2026-07-26
784,10,dm-general,No problem 👍,2026-07-26 10:13:00,2026-07-26
785,3,group-project,"Yep, see you then.",2026-07-26 14:17:00,2026-07-26
786,1,dm-general,No problem 👍,2026-07-26 11:29:00,2026-07-26
787,10,group-project,"Sure, I'll complete it today.",2026-07-26 14:09:00,2026-07-26
788,1,dm-general,Can you review my PR?,2026-07-26 11:39:00,2026-07-26
789,9,dm-general,Great! Don't forget to add file sharing feature.,2026-07-26 21:07:00,2026-07-26
790,8,group-design,"Sure, I'll complete it today.",2026-07-26 09:00:00,2026-07-26
791,8,group-design,Meeting at 5?,2026-07-26 21:11:00,2026-07-26
792,2,group-design,Hey! How are you?,2026-07-26 15:53:00,2026-07-26
793,6,group-design,Meeting at 5?,2026-07-26 12:58:00,2026-07-26
794,4,group-project,"Yep, see you then.",2026-07-26 22:55:00,2026-07-26
795,6,group-project,No problem 👍,2026-07-26 09:03:00,2026-07-26
796,3,dm-general,Meeting at 5?,2026-07-26 08:05:00,2026-07-26
797,2,dm-general,Hey! How are you?,2026-07-26 13:10:00,2026-07-26
798,3,group-project,"Sounds good, checking now.",2026-07-26 07:24:00,2026-07-26
799,9,dm-general,"I'm good, working on the messenger project.",2026-07-26 13:22:00,2026-07-26
800,8,group-design,Can you review my PR?,2026-07-26 13:17:00,2026-07-26
801,6,group-design,"Okay, sounds good.",2026-07-26 11:46:00,2026-07-26
802,9,group-design,Meeting at 5?,2026-07-26 22:34:00,2026-07-26
803,8,group-project,No problem 👍,2026-07-26 15:08:00,2026-07-26
804,2,group-design,Let's connect later.,2026-07-26 17:01:00,2026-07-26
805,5,group-design,Hey! How are you?,2026-07-26 09:56:00,2026-07-26
806,10,group-project,"Sure, I'll complete it today.",2026-07-26 20:34:00,2026-07-26
807,10,group-design,"Yep, see you then.",2026-07-26 17:11:00,2026-07-26
808,10,dm-general,Thanks for the update!,2026-07-26 22:01:00,2026-07-26
809,2,group-project,Thanks for the update!,2026-07-27 20:46:00,2026-07-27
810,3,dm-general,Meeting at 5?,2026-07-27 08:58:00,2026-07-27
811,5,group-project,Meeting at 5?,2026-07-27 19:46:00,2026-07-27
812,1,group-project,Let's connect later.,2026-07-27 18:25:00,2026-07-27
813,5,dm-general,Thanks for the update!,2026-07-27 18:41:00,2026-07-27
814,8,group-design,Great! Don't forget to add file sharing feature.,2026-07-27 13:04:00,2026-07-27
815,3,group-design,"Sure, I'll complete it today.",2026-07-27 20:13:00,2026-07-27
816,2,group-project,Thanks for the update!,2026-07-27 07:47:00,2026-07-27
817,5,group-design,Meeting at 5?,2026-07-27 07:53:00,2026-07-27
818,5,dm-general,"Sounds good, checking now.",2026-07-27 19:34:00,2026-07-27
819,8,group-design,Let's connect later.,2026-07-27 19:16:00,2026-07-27
820,2,dm-general,No problem 👍,2026-07-27 07:12:00,2026-07-27
821,6,group-design,Meeting at 5?,2026-07-27 17:38:00,2026-07-27
822,10,group-project,Let's connect later.,2026-07-27 18:07:00,2026-07-27
823,4,dm-general,"Sure, I'll complete it today.",2026-07-27 15:16:00,2026-07-27
824,1,group-project,Hey! How are you?,2026-07-27 10:28:00,2026-07-27
825,7,dm-general,Can you review my PR?,2026-07-27 21:42:00,2026-07-27
826,5,group-project,"Sounds good, checking now.",2026-07-27 09:45:00,2026-07-27
827,8,group-project,Meeting at 5?,2026-07-27 14:34:00,2026-07-27
828,8,group-project,No problem 👍,2026-07-27 10:21:00,2026-07-27
829,3,dm-general,Great! Don't forget to add file sharing feature.,2026-07-27 15:07:00,2026-07-27
830,6,dm-general,Hey! How are you?,2026-07-27 15:34:00,2026-07-27
831,4,dm-general,"Okay, sounds good.",2026-07-27 09:16:00,2026-07-27
832,2,group-project,"Okay, sounds good.",2026-07-27 16:26:00,2026-07-27
833,3,dm-general,"Okay, sounds good.",2026-07-27 10:56:00,2026-07-27
834,3,group-project,"I'm good, working on the messenger project.",2026-07-27 17:44:00,2026-07-27
835,10,dm-general,Great! Don't forget to add file sharing feature.,2026-07-27 18:39:00,2026-07-27
836,3,group-design,Hey! How are you?,2026-07-27 11:43:00,2026-07-27
837,9,dm-general,Can you review my PR?,2026-07-27 10:43:00,2026-07-27
838,5,dm-general,"Okay, sounds good.",2026-07-27 20:19:00,2026-07-27
839,1,dm-general,"Yep, see you then.",2026-07-27 20:07:00,2026-07-27
840,4,group-project,Hey! How are you?,2026-07-27 14:10:00,2026-07-27
841,8,group-design,"I'm good, working on the messenger project.",2026-07-27 12:46:00,2026-07-27
842,7,group-project,"Yep, see you then.",2026-07-27 19:50:00,2026-07-27
843,1,group-project,No problem 👍,2026-07-27 19:04:00,2026-07-27
844,6,group-project,Meeting at 5?,2026-07-27 07:31:00,2026-07-27
845,1,group-design,Can you review my PR?,2026-07-27 12:12:00,2026-07-27
846,2,group-design,"I'm good, working on the messenger project.",2026-07-27 09:05:00,2026-07-27
847,7,group-design,Thanks for the update!,2026-07-27 07:54:00,2026-07-27
848,1,group-design,"Okay, sounds good.",2026-07-27 11:59:00,2026-07-27
849,9,group-design,"I'm good, working on the messenger project.",2026-07-27 14:03:00,2026-07-27
850,3,group-project,Great! Don't forget to add file sharing feature.,2026-07-27 10:31:00,2026-07-27
851,8,dm-general,Meeting at 5?,2026-07-27 10:04:00,2026-07-27
852,8,group-design,No problem 👍,2026-07-27 14:57:00,2026-07-27
853,4,group-project,"Sure, I'll complete it today.",2026-07-27 12:47:00,2026-07-27
854,9,group-design,Meeting at 5?,2026-07-27 17:56:00,2026-07-27
855,8,group-design,"Okay, sounds good.",2026-07-27 09:11:00,2026-07-27
856,5,group-design,No problem 👍,2026-07-27 18:57:00,2026-07-27
857,4,group-design,Meeting at 5?,2026-07-27 15:31:00,2026-07-27
858,9,dm-general,"I'm good, working on the messenger project.",2026-07-27 11:30:00,2026-07-27
859,9,group-project,Meeting at 5?,2026-07-27 15:05:00,2026-07-27
860,9,group-project,"I'm good, working on the messenger project.",2026-07-27 22:24:00,2026-07-27
861,4,group-project,"Sounds good, checking now.",2026-07-27 08:27:00,2026-07-27
862,4,group-design,"Sounds good, checking now.",2026-07-27 18:50:00,2026-07-27
